City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,San Felipe,VE,10.34,-68.74,80.94,85,95,4.16,overcast clouds
475,Meulaboh,ID,4.14,96.13,76.37,87,100,2.93,overcast clouds
476,Nome,US,64.5,-165.41,12.2,85,75,4.88,broken clouds
477,Rocha,UY,-34.48,-54.33,63.19,58,0,7.87,clear sky
478,Hay River,CA,60.82,-115.8,19.4,92,100,16.11,overcast clouds
479,Pierre,US,44.37,-100.35,50.0,36,1,10.29,clear sky
480,Abengourou,CI,6.73,-3.5,74.21,89,0,3.06,clear sky
481,Coahuayana,MX,18.73,-103.68,90.14,52,0,5.86,clear sky
482,Kyra,RU,49.58,111.98,14.07,83,14,7.43,few clouds
483,Calabozo,VE,8.92,-67.43,83.7,80,99,2.84,overcast clouds
484,Show Low,US,34.25,-110.03,71.01,22,1,6.93,clear sky
485,Sinjai,ID,-5.12,120.25,75.16,86,93,3.09,overcast clouds
486,Camacupa,AO,-12.02,17.48,69.1,64,54,1.48,broken clouds
487,Uyuni,BO,-20.46,-66.83,60.69,19,0,12.03,clear sky
488,Hattiesburg,US,31.33,-89.29,73.4,43,1,9.17,clear sky
489,Marrakesh,MA,31.63,-8.01,75.2,27,0,4.7,clear sky
490,Scarborough,GB,54.28,-0.4,57.0,98,91,11.99,heavy intensity rain
491,Bowen,AU,-20.02,148.23,69.8,94,100,5.82,overcast clouds
492,Nabire,ID,-3.37,135.48,76.57,87,97,4.03,moderate rain
493,Bundaberg,AU,-24.85,152.35,71.01,100,90,6.93,overcast clouds
494,Midland,US,32.0,-102.08,69.8,26,1,9.17,clear sky
495,Alyangula,AU,-13.85,136.42,66.2,93,0,3.36,clear sky
496,Shinpokh,PK,34.33,71.18,66.2,37,0,4.7,haze
497,Nanyang,CN,32.99,112.53,57.16,42,0,1.07,light rain
498,Verkhnyaya Inta,RU,65.98,60.31,27.7,97,100,15.23,overcast clouds
499,Ndola,ZM,-12.96,28.64,67.42,53,19,4.94,few clouds
500,Jalu,LY,29.03,21.55,65.34,53,0,4.72,clear sky
501,Salinas,US,36.68,-121.66,82.0,19,1,11.41,clear sky
502,Cobija,BO,-11.03,-68.77,93.2,29,37,5.44,scattered clouds
503,Necochea,AR,-38.55,-58.74,68.61,53,59,10.83,broken clouds
504,Chapais,CA,49.78,-74.85,32.0,99,90,11.41,light snow
505,Progreso,MX,21.28,-89.67,82.4,74,90,13.87,overcast clouds
506,Da Lat,VN,11.95,108.44,55.98,100,100,2.93,overcast clouds
507,Singaparna,ID,-7.35,108.11,69.8,90,44,2.64,scattered clouds
508,Toora-Khem,RU,52.47,96.11,21.69,95,73,1.95,broken clouds
509,Khani,GE,41.96,42.96,60.8,93,75,5.82,broken clouds
510,Kamaishi,JP,39.27,141.88,59.11,82,100,12.75,overcast clouds
511,Libreville,GA,0.39,9.45,78.8,94,40,2.24,light rain
512,Husavik,IS,66.04,-17.34,39.2,51,40,12.75,scattered clouds
513,Terrace Bay,CA,48.78,-87.1,28.4,68,90,27.51,overcast clouds
514,Atbasar,KZ,51.8,68.33,37.15,81,100,5.68,light rain
515,Portland,US,45.52,-122.68,63.0,54,0,3.87,clear sky
516,Hofn,IS,64.25,-15.21,39.33,69,0,12.91,clear sky
517,Narsaq,GL,60.92,-46.05,26.6,68,0,4.7,clear sky
518,Fomboni,KM,-12.28,43.74,78.04,75,81,7.31,broken clouds
519,Mlonggo,ID,-6.53,110.7,78.13,82,99,1.72,overcast clouds
520,Mwinilunga,ZM,-11.74,24.43,67.82,39,15,3.18,few clouds
521,College,US,64.86,-147.8,0.0,76,20,4.7,few clouds
522,Afsin,TR,38.25,36.91,46.38,57,86,1.16,overcast clouds
523,Tupsan,PH,9.2,124.78,81.16,76,100,8.32,moderate rain
524,Ambon,ID,-3.7,128.18,82.0,92,100,5.68,heavy intensity rain
525,Tamana,JP,32.92,130.57,63.0,88,100,2.91,light rain
526,Shetpe,KZ,44.17,52.12,56.55,32,0,9.24,clear sky
527,Mujiayingzi,CN,42.12,118.78,29.46,75,0,9.26,clear sky
528,Altay,CN,47.87,88.12,30.02,79,0,3.96,clear sky
529,Otradnoye,RU,59.78,30.82,32.0,94,90,6.71,fog
530,Itarema,BR,-2.92,-39.92,82.24,74,0,17.38,clear sky
531,Martapura,ID,-3.42,114.85,75.06,90,100,0.89,overcast clouds
532,Healdsburg,US,38.61,-122.87,80.01,35,1,3.83,clear sky
533,Ifakara,TZ,-8.13,36.68,76.59,73,15,7.07,few clouds
534,Dubti,ET,11.74,41.09,80.51,43,0,14.72,clear sky
535,Brenham,US,30.17,-96.4,77.0,38,1,6.93,clear sky
536,Macusani,PE,-14.08,-70.43,46.54,67,76,5.37,light rain
537,Benguela,AO,-12.58,13.41,78.19,80,100,3.49,overcast clouds
538,Antalaha,MG,-14.9,50.28,67.96,75,22,8.21,few clouds
539,Oum Hadjer,TD,13.3,19.7,85.91,25,3,10.29,clear sky
540,Frontera,MX,26.93,-101.45,76.35,31,0,14.23,clear sky
541,Rauma,FI,61.13,21.51,48.2,76,90,14.99,overcast clouds
542,Nouadhibou,MR,20.93,-17.03,80.6,36,100,6.93,sand
543,Vayalar,IN,9.7,76.33,79.66,75,29,1.01,scattered clouds
544,Praia Da Vitoria,PT,38.73,-27.07,64.0,100,75,18.21,broken clouds
545,Yerbogachen,RU,61.28,108.01,5.9,93,0,7.78,clear sky
546,Hachinohe,JP,40.5,141.5,53.6,71,75,4.7,broken clouds
547,Alegrete,BR,-29.78,-55.79,72.64,51,0,12.93,clear sky
548,Riberalta,BO,-10.98,-66.1,87.8,45,75,11.41,broken clouds
549,Gniezno,PL,52.53,17.58,51.01,89,70,5.01,broken clouds
550,Dustlik,UZ,40.52,68.04,49.42,38,100,1.39,overcast clouds
551,Imamoglu,TR,37.27,35.66,73.0,68,40,5.82,scattered clouds
552,Araouane,ML,18.9,-3.53,87.57,13,94,5.41,overcast clouds
553,Srandakan,ID,-7.94,110.25,76.26,86,83,5.48,light rain
554,Gornopravdinsk,RU,60.05,69.9,26.98,98,20,6.91,few clouds
555,Puerto Del Rosario,ES,28.5,-13.86,71.6,83,20,18.34,few clouds
556,Ishigaki,JP,24.34,124.16,76.82,74,90,17.45,overcast clouds
557,Kondol,RU,52.82,45.06,44.01,86,100,10.4,overcast clouds
558,Mojo,ET,8.6,39.12,62.6,59,40,6.93,scattered clouds
559,Marienburg,PL,54.04,19.03,45.0,91,100,5.01,overcast clouds
560,Porto Velho,BR,-8.76,-63.9,86.0,74,75,4.7,shower rain
561,Bolshaya Rechka,RU,51.95,104.74,5.0,84,0,4.47,clear sky
562,Mandalgovi,MN,45.76,106.27,16.79,85,0,6.82,clear sky
563,Kargasok,RU,59.06,80.86,32.05,98,100,14.65,overcast clouds
564,Talara,PE,-4.58,-81.27,77.0,65,0,18.34,clear sky
565,Maniitsoq,GL,65.42,-52.9,23.43,96,100,7.78,overcast clouds
566,Pensacola,US,30.42,-87.22,78.8,44,1,14.99,clear sky
567,Acapulco,MX,16.86,-99.89,86.72,62,39,7.99,scattered clouds
568,Atar,MR,20.52,-13.05,84.99,15,100,8.63,overcast clouds
569,Mbarara,UG,-0.61,30.65,62.26,87,96,1.79,overcast clouds
570,San Luis,AR,-33.3,-66.34,82.51,16,5,3.67,clear sky
571,Pacific Grove,US,36.62,-121.92,75.99,25,1,5.82,clear sky
572,Whitehorse,CA,60.72,-135.05,8.01,71,90,9.17,light snow
573,Estevan,CA,49.13,-102.98,48.2,39,75,18.34,broken clouds
574,Iquique,CL,-20.22,-70.14,66.2,63,0,21.92,clear sky
575,Collie,AU,-33.37,116.15,51.01,88,57,2.51,broken clouds
576,Wani,IN,20.07,78.95,68.07,52,0,5.37,clear sky
577,Durango,MX,24.83,-104.83,70.27,23,35,17.65,scattered clouds
578,Kingaroy,AU,-26.53,151.83,60.8,93,90,10.29,overcast clouds
579,Marzuq,YE,14.4,46.47,63.37,31,0,1.41,clear sky
580,Vostok,RU,46.49,135.88,29.17,99,89,3.27,overcast clouds
581,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,78.91,78,76,11.83,broken clouds
582,Waldshut-Tiengen,DE,47.62,8.22,53.6,93,75,3.36,light intensity drizzle
583,Tutoia,BR,-2.76,-42.27,82.29,74,15,9.24,few clouds
584,Teguise,ES,29.06,-13.56,73.4,64,20,6.93,few clouds
585,Port Arthur,CN,38.8,121.27,41.0,44,0,2.24,clear sky
586,Oranjemund,NA,-28.55,16.43,63.63,64,0,10.49,clear sky
587,Zhongshu,CN,24.52,103.77,60.57,94,100,3.2,overcast clouds
588,Shelburne,CA,44.08,-80.2,39.99,87,94,20.22,moderate rain
589,Comodoro Rivadavia,AR,-45.87,-67.5,78.8,39,0,4.7,clear sky
590,Manokwari,ID,-0.87,134.08,82.02,69,100,4.32,moderate rain
591,Cayenne,GF,4.93,-52.33,82.4,78,69,8.05,light rain
592,Cerano,MX,20.12,-101.38,80.6,30,5,18.34,clear sky
593,Tall Kayf,TR,37.08,41.07,69.03,22,100,8.72,overcast clouds
594,Esfahan,IR,32.66,51.68,37.4,21,0,6.93,clear sky
595,Port Hawkesbury,CA,45.62,-61.35,48.2,57,20,17.22,few clouds
596,Saldanha,ZA,-33.01,17.94,69.8,52,0,8.05,clear sky
597,San Carlos De Bariloche,AR,-41.15,-71.31,82.4,13,20,6.93,few clouds
598,Bijie,CN,27.31,105.29,45.12,81,100,5.86,overcast clouds
599,Abu Zabad,SD,12.35,29.25,87.1,24,67,8.01,broken clouds
600,Juba,SS,4.85,31.58,77.68,61,89,3.33,overcast clouds
601,Carmen,MX,18.63,-91.83,80.6,83,90,3.36,light rain
602,Okmulgee,US,35.62,-95.96,60.8,25,1,12.75,clear sky
603,Labuhan,ID,-6.88,112.21,77.7,83,69,4.47,moderate rain
604,Gardner,US,42.58,-72.0,46.99,83,100,1.99,overcast clouds
605,Dawlatabad,AF,36.41,64.91,51.69,34,0,4.21,clear sky
606,Catia La Mar,VE,10.6,-67.03,72.0,67,62,13.87,broken clouds
607,Gorontalo,ID,0.54,123.06,75.94,79,100,4.63,overcast clouds
608,Dwarka,IN,22.24,68.97,81.19,56,0,13.15,clear sky
609,Monroe,US,43.15,-77.68,45.0,81,90,13.87,overcast clouds
610,Tongzhou,CN,39.91,116.6,53.01,33,0,4.47,clear sky
611,Murovani Kurylivtsi,UA,48.72,27.52,47.08,77,99,10.56,overcast clouds
612,Kumla,SE,59.13,15.14,51.8,87,100,11.41,overcast clouds
613,Klaeng,TH,12.78,101.65,76.82,89,94,4.27,overcast clouds
614,Vuktyl,RU,63.86,57.31,23.14,98,26,5.64,scattered clouds
615,Pombas,CV,17.15,-25.02,78.8,65,75,16.11,broken clouds
616,Vilyuysk,RU,63.76,121.62,-2.56,92,22,7.11,few clouds
617,Andenes,NO,69.31,16.12,44.6,75,100,18.34,overcast clouds
618,Gallup,US,35.53,-108.74,66.2,22,1,3.36,clear sky
619,Bluefields,NI,12.01,-83.76,77.0,94,75,4.7,light rain
620,Lively,CA,46.43,-81.15,37.4,81,75,11.41,broken clouds
621,Thurso,GB,58.59,-3.53,50.0,71,64,21.92,light rain
622,Bassila,BJ,9.01,1.67,79.47,50,44,2.13,scattered clouds
623,Svetlogorsk,BY,52.63,29.73,44.01,85,100,7.67,overcast clouds
624,Maningrida,AU,-12.07,134.27,75.78,61,62,3.8,broken clouds
625,Sao Lourenco Do Oeste,BR,-26.36,-52.85,78.01,28,21,4.83,few clouds
626,Valle De Guadalupe,MX,21.0,-102.62,77.94,27,6,10.98,clear sky
627,Morton,US,46.77,-101.26,46.0,45,1,16.11,clear sky
628,Medyn,RU,54.97,35.86,41.0,93,100,6.71,overcast clouds
629,Algemesi,ES,39.18,-0.43,64.0,86,90,1.01,overcast clouds
630,Gouyave,GD,12.16,-61.73,77.0,94,75,16.11,light rain
631,Kpandae,GH,8.47,-0.01,82.13,58,22,6.24,few clouds
632,Saint-Georges,GD,12.06,-61.75,77.0,94,75,16.11,light rain
633,Ibotirama,BR,-12.19,-43.22,81.48,71,59,1.9,light rain
634,Gidole,ET,5.65,37.37,56.66,100,95,6.44,light rain
635,Senno,RU,59.53,33.92,30.99,97,1,4.88,clear sky
636,Cuenca,EC,-2.88,-78.98,78.8,21,20,13.87,few clouds
637,Thohoyandou,ZA,-22.95,30.48,67.64,71,100,6.13,overcast clouds
638,Charters Towers,AU,-20.1,146.27,69.8,83,0,7.43,clear sky
639,Yatou,CN,37.15,122.38,48.83,49,0,3.83,clear sky
640,Cidahu,ID,-6.31,106.06,77.0,88,20,16.11,moderate rain
641,Yuyao,CN,30.05,121.15,66.0,82,100,6.71,mist
642,State College,US,40.79,-77.86,48.0,93,75,10.29,shower rain
643,Vozhega,RU,60.47,40.22,27.34,97,0,2.15,clear sky
644,Tokur,RU,53.13,132.9,18.12,96,100,6.6,light snow
645,Chulman,RU,56.85,124.91,-3.23,88,100,12.66,overcast clouds
646,Bergen,NO,60.39,5.33,50.0,81,75,25.28,shower rain
647,Zhangye,CN,38.93,100.45,36.63,66,0,3.94,clear sky
648,La Ronge,CA,55.1,-105.28,41.0,65,100,5.82,overcast clouds
649,Muisne,EC,0.6,-80.03,82.4,78,40,13.87,scattered clouds
650,Abeche,TD,13.83,20.83,80.64,28,16,7.92,few clouds
651,Huallanca,PE,-9.9,-76.94,60.87,36,100,3.69,light rain
652,Luena,AO,-11.78,19.92,68.22,53,42,0.85,scattered clouds
653,Shubarkuduk,KZ,49.14,56.49,48.04,50,32,5.77,scattered clouds
654,Gubkinskiy,RU,64.43,76.5,30.76,97,99,21.09,overcast clouds
655,Harboore,DK,56.62,8.18,54.0,32,100,1.99,overcast clouds
656,Touros,BR,-5.2,-35.46,84.2,70,40,17.22,scattered clouds
657,Constitucion,CL,-35.33,-72.42,59.38,72,62,8.46,broken clouds
658,Karsava,LV,56.78,27.69,37.09,92,0,4.97,clear sky
659,Severnoye,RU,56.35,78.36,34.61,97,100,10.51,overcast clouds
660,Mackenzie,CA,55.3,-123.17,41.0,80,90,11.41,overcast clouds
661,Kismayo,SO,-0.36,42.55,79.79,79,95,13.31,overcast clouds
662,Muhlhausen,DE,51.22,10.45,60.01,79,100,15.17,overcast clouds
663,Tessalit,ML,20.2,1.01,79.54,17,60,10.6,broken clouds
664,Inta,RU,66.03,60.17,28.18,97,100,14.94,overcast clouds
665,Kloulklubed,PW,7.04,134.26,75.2,100,75,4.23,broken clouds
666,Mokhotlong,LS,-29.29,29.07,45.54,81,100,2.68,overcast clouds
667,Aktau,KZ,43.65,51.2,48.2,36,0,8.95,clear sky
668,Turan,VN,16.07,108.22,75.2,94,40,3.36,very heavy rain
669,Montalban,FR,44.02,1.35,61.0,77,0,5.82,clear sky
670,Elesbao Veloso,BR,-6.2,-42.14,89.8,47,80,1.52,broken clouds
671,Makakilo City,US,21.35,-158.09,80.6,69,1,5.82,clear sky
672,Cantagallo,CO,7.38,-73.92,86.31,63,80,1.88,light rain
673,Gazanjyk,TM,39.24,55.52,68.97,23,26,7.92,scattered clouds
674,Arys,KZ,42.43,68.8,44.6,36,97,4.47,smoke
675,Broome,US,42.25,-75.83,48.99,87,90,14.99,overcast clouds
676,Oakland,US,42.67,-83.4,37.99,59,75,21.92,broken clouds
677,Puebloviejo,CO,10.99,-74.28,84.99,72,96,1.99,moderate rain
678,Bitkine,TD,11.98,18.21,87.31,27,60,5.46,broken clouds
679,Hobyo,SO,5.35,48.53,80.76,76,1,7.63,light rain
680,Codrington,AU,-38.27,141.97,49.1,81,70,8.55,broken clouds
681,Oktyabrskoye,RU,43.06,44.74,44.6,93,36,4.47,scattered clouds
682,Tari,NG,12.41,4.49,83.08,19,4,8.1,clear sky
683,Talas,TR,38.69,35.55,46.4,65,75,4.7,broken clouds
684,Tombouctou,ML,20.0,-3.0,88.14,13,100,4.41,overcast clouds
685,Berani,PK,25.79,68.81,71.6,56,0,4.7,smoke
686,Beckley,US,37.78,-81.19,62.6,50,75,25.28,broken clouds
687,Oxapampa,PE,-10.58,-75.4,65.07,79,100,2.89,light rain
688,Camana,PE,-16.62,-72.71,69.46,65,52,6.42,broken clouds
689,Prince Rupert,CA,54.32,-130.32,53.6,81,90,21.92,light rain
690,Kharan,PK,28.58,65.42,53.74,31,0,4.32,clear sky
691,Elverum,NO,60.88,11.56,48.0,88,100,5.99,overcast clouds
692,Sao Felix Do Xingu,BR,-6.64,-51.99,90.64,46,73,1.21,broken clouds
693,Flin Flon,CA,54.77,-101.86,30.2,80,75,12.75,broken clouds
694,Itarantim,BR,-15.66,-40.07,68.54,94,100,6.46,moderate rain
695,Koslan,RU,63.46,48.9,30.29,92,94,8.08,overcast clouds
696,Port Macquarie,AU,-31.43,152.92,64.0,75,98,4.0,overcast clouds
697,Abu Dhabi,AE,24.47,54.37,82.4,65,0,3.36,clear sky
698,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,81.37,69,45,4.05,scattered clouds
699,Shache,CN,38.42,77.24,34.16,85,0,2.26,clear sky
700,Deneysville,ZA,-26.89,28.1,55.6,86,100,6.15,overcast clouds
701,Burias,PH,11.45,122.55,73.44,89,100,1.9,overcast clouds
702,Roald,NO,62.58,6.13,53.6,58,40,20.8,scattered clouds
703,Bandipur,NP,27.93,84.42,59.16,86,12,2.33,few clouds
704,Saint-Denis,FR,48.92,2.33,64.99,88,90,16.11,overcast clouds
705,Tommot,RU,58.96,126.29,-10.19,88,98,1.48,overcast clouds
706,Cairns,AU,-16.92,145.77,69.8,77,40,5.82,scattered clouds
707,South Lake Tahoe,US,38.93,-119.98,64.99,23,1,4.7,clear sky
708,Fort-Shevchenko,KZ,44.51,50.26,60.35,39,0,4.63,clear sky
709,Cabedelo,BR,-6.98,-34.83,82.4,74,40,11.41,scattered clouds
